862,862,1070,1997,256,23,138,986,15,1744,1551
177,177,997,1899,871,1422,1328,448,397,577,1547
98,1111,1602,98,1105,915,879,107,1072,1903,1010
1391,1391,224,1740,941,1023,1997,31,914,500,1708
63,254,636,1790,1626,767,1484,1111,1432,1061,1072
944,944,473,1837,113,291,1479,619,741,228,1372
1455,792,1455,101,1918,781,325,1329,1408,205,1017
375,400,1567,375,625,1889,1053,1356,1380,272,1417
1024,378,913,1590,164,144,54,722,1153,1721,1412
1249,1249,965,1580,1274,1495,1312,605,1733,1957,772
1337,1337,1739,1277,428,671,442,1929,88,1115,1822
1058,1058,1228,1355,8,1928,710,469,1964,648,1876
744,744,1479,488,1501,1148,292,1498,689,993,1492
1693,1173,831,19,718,1493,1479,619,643,109,822
1373,1373,1322,1143,1483,1180,1384,606,416,1311,845
1049,1049,445,628,1874,1619,1526,822,291,268,540
330,330,1180,1379,1364,1814,751,1023,213,1307,217
1718,1718,1493,1637,441,619,993,1513,668,1237,666
715,1162,1791,1342,1271,1861,1457,1105,1022,1485,1905
1410,1410,1954,1756,1609,260,171,208,1871,1540,550
251,251,553,744,13,430,1433,1558,1135,1566,1475
735,2,1848,735,993,1610,268,153,445,20,1629
1766,1766,222,1505,1436,1816,35,301,1137,989,1015
1154,1154,1047,4,1456,1122,1828,723,966,1702,1788
597,597,99,1215,1884,291,1891,1415,1526,1670,670
1022,1022,1457,1072,1718,1389,1342,1213,1080,121,1598
159,159,710,981,1782,1217,1658,845,1637,1404,947
1256,1256,757,1967,292,275,37,1401,228,1993,1462
803,704,1642,1555,1087,494,427,586,731,772,157
1349,1349,1237,934,569,1275,174,456,1771,216,857
700,700,609,19,963,1846,1461,1296,1512,569,488
1629,1629,1526,1129,1215,268,1277,1986,1889,1115,1844
1266,997,1266,71,153,1919,1896,35,936,499,662
1060,1060,1866,579,326,958,74,623,1659,335,147
678,678,58,483,315,1909,1464,1987,664,1323,271
1167,746,1272,122,1875,1066,1750,1946,99,1501,1333
213,213,754,221,1147,1828,188,727,947,1180,515
440,440,749,1894,1400,976,1278,1020,124,1208,604
236,236,1912,29,646,263,461,1612,94,1068,904
650,650,519,438,1808,1077,962,1291,1029,1606,1196
30,30,864,1997,1079,1543,810,857,1001,775,1391
1695,1695,321,1978,1459,605,398,1506,1119,466,1638
277,277,1232,423,1018,778,391,404,640,134,1665
1650,235,983,584,1650,1462,275,1993,1209,647,246
1404,1032,1536,1376,1982,1564,1025,1232,1714,1750,1036
1643,1643,599,1191,548,65,1429,1591,999,1842,731
629,956,75,629,924,1965,491,955,1445,506,560
1112,1112,881,1479,1526,1668,781,1106,619,822,966
1318,1800,1318,313,94,861,911,1403,1239,829,1573
111,111,1536,1558,1094,1717,1782,1799,1421,1701,1719
1699,1699,1015,1773,100,1467,1402,262,889,40,768
911,911,1842,1506,822,1957,1177,1975,1904,1479,1844
1660,919,968,1660,1183,1399,57,449,1040,1011,1595
1053,1053,272,1277,1567,625,91,1519,1163,375,1674
1385,1385,1746,213,1348,1702,305,886,372,38,1815
477,1245,477,717,1365,861,1215,1236,1706,465,943
1464,1464,1989,1323,1310,437,661,1840,1910,583,1398
841,491,688,825,274,122,1174,1460,384,1800,684
1788,1788,559,1929,1503,1106,933,291,798,747,1154
1296,1296,561,1930,195,440,1461,1863,1855,756,1268
749,749,440,976,1894,1755,1400,1906,409,1208,1141
850,88,357,47,850,878,1616,434,1986,1622,762
1706,1439,1706,959,154,485,1766,300,560,1137,640
772,772,1667,129,367,332,1275,1907,1563,1626,241
1263,950,1767,1509,749,20,1703,573,1739,1237,1694
128,522,128,837,407,1270,7,1710,1129,265,1118
538,620,538,892,1357,1268,677,702,727,711,209
393,393,1346,1425,1504,1142,458,761,663,611,887
752,752,77,640,1611,693,848,130,1784,1849,1243
32,32,302,1700,1346,637,466,541,1410,438,498
479,479,1881,675,1476,58,1772,378,1687,678,1068
1887,101,1934,325,599,1685,89,317,224,878,1012
143,143,195,979,973,755,1970,411,256,205,1140
858,858,215,60,1495,815,483,103,185,1153,1398
205,205,195,1480,285,1694,172,679,1292,831,846
1897,1025,1654,67,1417,1924,1897,1954,743,279,1163
1066,1066,1501,1665,975,454,303,1992,132,1575,1571
231,231,460,699,210,691,1455,1200,1923,1246,1089
745,745,1784,1835,1565,1100,238,514,1567,1589,1660
1732,1732,657,1046,658,7,890,725,292,1319,14
254,254,187,43,1664,98,170,1484,1815,803,971
946,1860,1040,1100,530,79,1665,1880,1053,943,1156
1332,1426,1905,1967,681,385,1317,1624,131,335,1463
1221,1091,681,782,1794,1288,722,1299,1085,885,1203
1006,1006,1297,103,599,965,1191,1635,65,668,1274
834,834,435,105,1356,927,1536,621,1567,200,1093
1271,1271,747,1105,822,377,619,1133,109,643,1045
634,634,741,544,1487,1313,1331,701,873,1891,1012
1005,1005,438,967,89,1970,737,466,272,705,822
906,1681,1958,1215,1493,896,1874,377,427,1299,1317
1596,1596,335,46,1426,1905,1081,733,890,1019,1327
1900,1900,631,1427,1322,1037,1202,1338,438,95,908
845,1884,488,689,1893,1209,1377,1295,643,1044,1148
1945,1945,1531,1359,918,369,1618,1877,952,526,1520
1095,1095,1825,850,1086,640,1581,515,587,899,738
1362,1819,1362,551,1570,742,1896,889,966,302,92
1177,1177,822,643,109,619,1479,718,377,442,326
400,400,375,1567,1889,625,1149,1088,1519,408,1497
345,345,227,1456,457,1562,1692,160,1955,1897,589
1919,1503,1788,559,933,798,1154,1929,291,1923,1106
574,574,113,1295,840,1994,1498,293,1528,416,695
15,15,779,669,716,819,1461,1108,347,806,862
1679,1679,454,168,312,1947,1564,1482,1796,1765,1183
750,750,975,1651,456,1033,1216,948,1690,1956,813
1884,845,196,606,1884,1344,454,1285,1796,1795,1679
220,220,1693,453,208,272,131,1940,192,1831,551
1763,1763,1046,657,28,155,394,1277,658,1509,1998
1628,1628,1517,77,411,1020,693,1991,721,1346,1304
1861,1861,457,1463,227,681,1965,1562,1288,1298,1955
1092,1092,109,964,1904,1046,1479,540,1409,718,272
968,1425,1902,1100,968,842,941,814,1183,1571,1040
337,337,1377,1375,488,689,1148,1545,189,275,1392
1832,860,375,1929,81,1517,147,1526,967,1590,378
1237,1237,1349,804,158,1357,1335,1366,456,1792,1771
235,235,983,1462,1122,1993,1375,298,584,623,1585
1423,1423,1487,1848,758,634,43,1987,1015,1746,1754
1492,1293,1492,1363,737,419,318,1397,1722,1920,465
1865,207,1865,1511,460,348,418,920,607,901,1455
1891,1891,288,1670,597,634,1340,1068,1805,66,1715
1697,857,1298,1697,121,1023,146,925,738,1908,1506
4,4,1603,1965,955,1562,1270,1976,1068,1843,1760
827,827,1364,1457,1190,1822,1181,1489,531,302,428
1975,1975,840,1479,1950,1545,822,643,1541,619,488
936,958,937,378,991,28,144,1299,623,1212,1548
840,840,1975,1950,1479,822,1512,488,643,1173,1920
1744,1744,290,1930,820,1852,898,1063,1023,1997,443
1733,1733,1274,1153,1957,772,1965,103,822,377,1624
1127,1127,282,1937,1467,31,1773,1783,1374,1322,1079
1848,735,1848,2,640,134,38,1694,1680,63,1961
1206,1505,1173,1206,1429,949,294,125,186,1911,65
1540,1540,1620,243,1977,446,1899,1999,1624,807,1410
615,615,344,1179,1638,119,1483,816,51,1217,606
1344,1344,888,1884,1150,1837,134,113,1145,800,597
89,89,967,1005,1431,438,656,1083,1319,1664,227
42,42,315,453,1995,1448,496,992,505,1230,1248
1609,1609,1540,26,955,1177,96,635,1802,1670,1047
1625,1625,1528,1795,1256,695,1360,275,1551,1714,13
674,674,474,1129,337,202,1659,1457,265,955,1852
1213,1213,1458,1199,415,1622,480,649,1724,387,963
767,767,1493,1101,917,1825,1718,485,1293,1492,999
982,1241,1592,236,1812,1303,904,1505,918,159,461
527,527,1519,723,512,1364,1931,1828,1277,884,909
359,671,1657,1208,359,1277,1668,1337,643,569,839
303,303,1247,243,1715,107,132,1066,912,454,1566
275,1545,1392,1479,619,1929,1106,394,1277,1375,189
1306,323,721,747,86,1631,1271,474,1045,1306,5
593,593,947,51,1338,1535,1167,1092,1680,1799,1428
1061,1388,1087,1094,704,1061,320,59,1555,769,803
1827,313,1749,1955,1203,1908,229,1298,722,227,1774
239,239,822,109,1526,1493,1479,619,643,1929,718
1282,1526,1282,1319,1668,822,619,1506,1479,1976,1277
699,699,1651,590,1502,711,1182,1811,586,1033,157
1653,1653,475,1801,829,41,1719,1252,1992,788,1189
1704,1704,905,801,1017,1089,64,1918,0,205,792
1342,273,703,560,1445,990,1137,1791,226,956,1506
1307,1307,1390,364,1952,635,637,832,568,299,1709
245,927,539,245,631,1536,416,966,282,1512,1527
1283,1283,1729,556,1144,769,1087,431,1719,1642,1675
1071,1595,1071,1805,869,805,1450,149,1124,1284,1467
1241,904,1587,1241,804,1635,1912,670,1505,918,1875
1979,1979,37,758,755,739,1541,1672,832,1844,894
815,815,1667,858,107,171,1562,1309,1342,218,1620
1215,1365,861,477,1623,738,1245,1085,1215,1236,1203
1157,1157,672,879,972,1438,1993,1539,1105,235,932
1142,409,1874,1142,1259,1001,393,864,1346,1504,1242
305,305,1938,455,1840,1841,664,1802,813,1702,998
794,872,328,259,766,765,1001,1835,992,1231,1890
636,1326,1083,1005,1054,967,89,174,1934,1431,636
1527,1527,416,245,1219,51,752,130,565,1341,40
885,885,86,876,760,432,28,1306,276,916,323
950,950,91,1335,482,765,1544,1767,256,1163,1780
1779,1081,1779,1303,1980,1776,92,1688,613,955,490
304,965,1569,413,1733,109,1633,1568,377,605,304
25,584,235,1650,647,275,1209,1993,25,983,1893
1671,1671,1896,1525,275,270,369,1362,1903,1233,1897
866,866,1248,685,764,1905,1043,221,42,1318,496
1999,1999,1438,1614,1896,499,1410,1303,618,996,1781
35,35,153,1064,327,1670,1047,843,1369,484,1766
372,372,1589,745,268,1978,746,1182,115,99,1660
1403,1800,82,1318,1156,1040,1403,317,1668,941,1821
1914,1914,1819,235,1249,428,264,532,1360,474,1105
987,987,1082,532,1375,412,235,382,983,124,765
742,1915,742,1819,153,1570,857,1693,1844,302,517
306,306,865,1548,722,685,1121,1238,1346,549,1794
1867,1590,1867,1721,722,978,1299,306,144,54,1488
989,989,227,1081,1859,384,855,1258,226,1801,1761
1747,1747,1675,1497,1571,1314,1813,1441,1549,838,1573
26,26,869,294,1802,51,40,1660,1219,998,877
940,940,1459,1996,271,1978,1858,1004,53,748,1735
1794,1901,1121,1794,1346,378,466,925,147,722,144
993,993,926,1110,950,91,1637,1840,239,1513,292
22,22,506,461,1445,273,114,1505,1137,841,301
1289,1872,1242,1347,1259,1813,421,28,1437,409,1755
180,180,1068,741,189,540,394,1758,1965,534,1976
1838,1838,461,1048,955,1566,236,918,1655,263,1002
1670,1670,1493,1526,1529,160,1935,1173,288,465,99
1840,1978,356,1840,12,1323,100,1857,1695,1802,1459
529,529,825,1899,130,1041,1789,1753,273,1417,1446
1542,926,1542,1224,91,291,1119,993,1053,894,846
1225,407,287,822,1901,1479,466,1319,1526,1506,109
1034,1399,1238,573,1034,726,1550,1745,213,975,1396
515,515,1180,738,1593,945,116,1930,344,898,137
1158,924,506,843,1137,491,990,1640,1506,560,696
290,744,25,284,820,666,503,196,1543,538,1268
971,971,334,159,1644,1815,1781,254,1609,698,1702
444,444,1450,368,1352,31,1202,1977,1410,589,262
1745,1415,1898,165,426,808,1985,1748,982,886,726
932,13,1037,514,1421,743,1255,262,1202,1322,574
542,542,587,937,3,549,978,1850,1548,623,1212
1547,1547,871,1430,1798,73,778,1414,1899,1881,1972
1853,1853,1415,1210,1526,268,619,926,291,880,573
307,307,237,733,240,740,890,853,483,1927,271
1771,1771,1074,1501,612,1665,1237,1349,1026,1734,1577
1207,1207,195,1219,428,954,723,939,318,640,516
539,539,927,619,1479,1106,109,822,718,1526,955
1546,162,1546,602,365,1538,62,953,347,1907,1016
1402,1402,1171,1662,748,294,292,1273,1831,1578,1971
675,675,483,1237,479,267,456,678,58,1710,573
1386,971,1424,1386,1663,624,1556,1815,43,986,794
595,595,1713,174,1140,1817,1572,974,1963,1020,1000
1209,1209,1893,488,275,584,1377,1148,235,1375,689
562,1017,64,1918,1408,691,792,562,389,418,1455
1176,1176,1118,1257,1928,953,1044,955,1047,1073,798
683,1301,1537,181,210,454,1765,389,683,1990,142
1357,1357,1366,1480,892,766,1677,1272,620,456,1933
516,516,435,131,12,1567,211,1512,200,894,453
1288,1288,1861,681,106,276,1749,1281,1463,1203,1630
754,899,850,47,1986,222,387,704,754,1622,87
329,329,369,1781,597,499,1985,1560,1172,1384,1670
1685,1685,1329,691,418,336,1324,607,630,1865,409
686,686,1311,1793,439,577,1899,221,1356,62,1044
175,1275,677,320,456,586,494,1407,1939,1907,772
80,80,657,979,1767,292,18,1998,411,1847,561
46,377,822,831,109,427,747,643,394,1493,1479
1782,1782,621,666,1536,1558,344,286,130,712,51
457,1153,171,1843,457,1562,1826,1603,1772,1463,1965
571,571,1068,1277,36,729,1016,1148,200,1106,1739
1734,1223,1734,373,348,341,684,1166,1648,783,1655
1960,620,1268,679,261,503,1220,1366,196,1708,1296
1008,1955,896,1240,1008,1863,1574,1623,1261,1522,246
1601,1601,1044,648,1943,1007,1666,1176,1061,710,484
1451,1951,1451,1526,894,1202,1037,1529,1662,288,436
410,410,1193,1709,1683,845,1315,1421,1528,25,469
1910,1910,649,1982,1064,246,1491,1270,92,437,1828
1790,1790,134,462,1672,239,1819,1670,1884,318,1718
1238,1238,1212,447,549,694,442,388,496,1550,1814
1938,1938,1614,1484,1267,254,1266,593,1178,828,581
848,848,530,31,1597,800,608,1680,1637,353,1314
184,184,408,238,1739,558,1698,1477,1347,992,339
929,929,1212,1080,1540,1173,890,685,1676,237,1067
1810,1810,427,394,831,1976,1210,348,1317,747,1555
219,219,1224,1274,1976,1210,950,1320,1904,276,1141
1186,1186,1209,1501,488,1135,275,391,1683,1528,647
1989,1989,28,1522,483,1261,1310,1703,1464,858,645
458,458,1346,126,393,693,1026,1504,1086,1389,472
