0.9875939488,0.0008991428,0.0005031915,0.0004334842,0.0003608656,0.0003584335,0.0003463494,0.0003083570,0.0003051563,0.0003032829
0.8709714413,0.0212411303,0.0121809226,0.0094596073,0.0061211507,0.0059013804,0.0035361089,0.0027720078,0.0024284855,0.0018687551
0.4816963375,0.3975293338,0.0440738574,0.0328883789,0.0125513487,0.0095859533,0.0056159990,0.0016367291,0.0014206268,0.0007706230
0.5293210745,0.0552068017,0.0223440379,0.0103527326,0.0082623484,0.0077715204,0.0076144054,0.0074473978,0.0063995188,0.0058896556
0.9961110950,0.0003608757,0.0002942633,0.0002936928,0.0002332207,0.0001818937,0.0001326446,0.0001084553,0.0000928404,0.0000896411
0.9896672964,0.0077101309,0.0008414337,0.0003856158,0.0003506056,0.0002471064,0.0002316794,0.0000888978,0.0000562862,0.0000536884
0.0710101426,0.0294716619,0.0259860773,0.0232677460,0.0185764544,0.0179593191,0.0155493040,0.0121032894,0.0113701019,0.0111522842
0.9987267852,0.0000728149,0.0000687723,0.0000347013,0.0000329251,0.0000292155,0.0000271076,0.0000234979,0.0000223684,0.0000212702
0.9335545897,0.0085643195,0.0076859435,0.0068390970,0.0061003864,0.0034111957,0.0028451446,0.0024919810,0.0021670952,0.0018078304
0.2729193866,0.1033178866,0.0651130751,0.0479133502,0.0403688699,0.0238644686,0.0186758917,0.0160398893,0.0153941950,0.0112168100
0.3621086478,0.2802191079,0.1204872951,0.0355730020,0.0260832123,0.0151946861,0.0135947196,0.0118408687,0.0116425939,0.0085118618
0.6829960942,0.0656382889,0.0560379140,0.0204387419,0.0186137687,0.0159061141,0.0155476099,0.0139479823,0.0104358066,0.0100668119
0.2307977974,0.1139013544,0.1048376262,0.0420581028,0.0270483196,0.0229389798,0.0211051870,0.0187912229,0.0149246417,0.0138626136
0.9017496109,0.0262931269,0.0091394233,0.0079520708,0.0052817096,0.0051784012,0.0047899275,0.0044540251,0.0034303509,0.0024927435
0.4055123925,0.2281971127,0.0681119040,0.0463846736,0.0254445449,0.0232936926,0.0155601706,0.0143537419,0.0110033182,0.0085126366
0.8661268353,0.0069504827,0.0063667186,0.0035180033,0.0028804764,0.0028161420,0.0026556202,0.0024942523,0.0023555444,0.0021775232
0.9330840111,0.0220103469,0.0146224378,0.0031189783,0.0029610856,0.0019940911,0.0018004652,0.0014793806,0.0011377776,0.0010017161
0.7354345918,0.2454551756,0.0029434147,0.0019054402,0.0010268448,0.0009414890,0.0008539244,0.0007508632,0.0007373288,0.0006878779
