1726,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1282,1741,427,1854,1656,1713,1898,28,1511,1020,1013
111,1741,427,1854,1656,1898,28,1713,1511,1020,1013
1404,1741,1854,427,1656,28,1898,1511,1020,1713,1013
236,1741,427,1656,1854,1898,1713,28,1511,1020,1208
1209,1854,1741,1020,28,427,1656,1855,1001,590,976
159,1741,1854,427,1656,1898,28,1713,1511,1020,1208
1875,1741,427,1656,1854,1713,1898,1511,28,1020,1208
1053,1741,1854,427,28,1656,1020,1511,1898,1713,1687
1540,1741,427,1656,1854,1713,1898,28,1511,1020,1013
1643,1741,427,1656,1854,1713,1898,1511,28,1020,1013
593,1741,427,1656,1854,1898,1713,28,1511,1020,1208
220,1741,427,1656,1854,1713,1898,1511,28,1020,1208
581,28,1854,1741,1020,427,1855,590,1656,1511,1001
231,1741,427,1656,1854,1713,1898,1511,28,1020,1208
699,28,1854,1855,1020,590,1099,1001,749,1741,1010
936,1741,427,1854,1656,1898,1713,28,1511,1020,1013
1022,1741,427,1854,1656,1898,28,1713,1020,1511,1208
841,1741,427,1656,1854,1713,1898,1511,28,1020,1208
1625,1741,1854,427,1656,1713,1898,28,1020,1511,1013
1112,1741,427,1854,1656,28,1020,1511,1898,1713,1208
1238,1741,427,1656,1854,1713,1898,1511,28,1020,1208
815,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1037,1741,427,1854,1656,1713,1898,28,1511,1020,1013
527,28,1855,1854,1099,590,1020,1001,749,1010,505
98,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1058,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1385,1741,1854,427,28,1656,1020,1511,1898,1713,1687
1332,1741,427,1656,1854,1898,1713,1511,28,1020,1208
294,1741,427,1854,1656,28,1898,1713,1511,1020,1208
1362,28,1854,1855,590,1020,1099,1001,749,1010,505
290,1741,427,1854,1656,1898,1713,28,1020,1511,1013
1331,28,1855,1854,590,1020,1099,1001,749,1242,1010
1091,1741,1854,427,1656,28,1020,1898,1511,1713,1208
1732,1741,427,1854,1656,1713,1898,28,1511,1020,1013
866,1741,427,1656,1854,1898,1713,28,1511,1020,1013
105,1741,1854,427,1656,1898,28,1713,1511,1020,1013
1533,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1671,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1289,1741,427,1854,1656,28,1020,1511,1898,1713,1208
1288,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1092,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1413,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1049,1741,427,1854,1656,1898,1713,28,1511,1020,1013
245,1741,427,1656,1854,1713,1898,1511,28,1020,1208
407,1741,427,1656,1854,1713,1898,28,1511,1020,1013
1650,1741,427,1656,1854,1898,1713,1511,28,1020,1013
457,1741,427,1656,1854,1713,1898,28,1020,1511,1208
1766,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1027,1741,427,1854,1656,1713,1898,28,1511,1020,1013
647,1741,427,1656,1854,1713,1898,1511,28,1020,1208
1653,1741,427,1854,1656,1898,1713,28,1511,1020,1013
848,1741,427,1656,1854,1713,1898,1511,28,1020,1013
597,1741,427,1656,1854,1713,1898,1511,28,1020,1013
950,1741,427,1854,1656,1898,1713,28,1511,1020,1208
80,1741,427,1854,1656,1898,1713,28,1511,1020,1013
1782,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1609,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1788,1741,427,1854,1656,1713,1898,28,1020,1511,1013
966,1741,427,1656,1854,1898,28,1713,1020,1511,1208
110,1741,427,1854,1656,1898,1713,28,1511,1020,1013
683,1741,1854,427,1656,1898,28,1713,1020,1511,1013
1176,1741,427,1854,1656,1898,28,1713,1511,1020,1013
539,1741,427,1854,1656,1898,1713,28,1511,1020,1013
1120,1741,427,1854,1656,1713,1898,28,1511,1020,1013
375,1741,1854,427,1656,1713,1898,28,1020,1511,1013
1060,1741,427,1854,1656,1898,1713,28,1511,1020,1013
180,1741,427,1854,1656,1898,1713,28,1020,1511,1013
1402,1741,427,1854,1656,1713,1898,28,1511,1020,1013
155,1741,427,1854,1656,1898,1713,28,1511,1020,1013
1945,1741,427,1656,1854,1713,1898,1511,28,1020,1013
329,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1337,1741,427,1854,1656,1713,1898,28,1511,1020,1013
968,1741,427,1656,1854,1713,1898,1511,28,1020,1208
840,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1697,28,1855,1854,1099,1020,590,1001,1010,976,1277
304,1741,427,1656,1854,1713,1898,1511,28,1020,1208
744,1741,1854,427,28,1656,1020,1511,1898,1713,1687
205,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1446,1741,427,1656,1854,1713,1898,1511,28,1020,1208
444,1741,1854,427,1656,1898,1713,28,1020,1511,1013
1900,1741,427,1656,1854,1713,1898,1511,28,1020,1208
1127,1741,427,1854,1656,1713,1898,28,1511,1020,1013
134,1741,427,1656,1854,1713,1898,1511,28,1020,1208
827,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1539,1741,427,1854,1656,1898,1713,28,1511,1020,1013
35,1741,427,1656,1854,1713,1898,1511,28,1020,1208
1799,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1249,1741,427,1656,1854,1713,1898,1511,28,1020,1013
982,1741,427,1854,1656,28,1898,1713,1511,1020,1208
675,1741,1854,427,1656,1898,28,1713,1020,1511,1013
303,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1790,1741,427,1656,1854,1898,1713,1511,28,1020,1013
1989,1741,1854,427,1656,28,1898,1713,1511,1020,1013
1423,1741,427,1656,1854,1713,1898,1511,28,1020,1013
1920,1854,28,1020,1741,1855,590,1001,427,1656,976
254,1741,427,1854,1656,1713,1898,28,1020,1511,1013
1283,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1005,1741,427,1656,1854,1713,1898,1511,28,1020,1208
1306,1741,427,1854,1656,1898,1713,28,1511,1020,1013
615,1741,427,1854,1656,1713,1898,28,1511,1020,1013
305,1741,427,1656,1854,1898,1713,28,1511,1020,1208
410,1741,427,1854,1656,28,1020,1898,1511,1713,1208
940,1741,1854,427,1656,1898,1713,28,1020,1511,1013
1887,1854,1741,28,427,1656,1020,1511,1898,1713,1687
529,1741,427,1656,1854,1713,1898,1511,28,1020,1208
752,1741,427,1656,1854,1713,1898,1511,28,1020,1208
275,1741,1854,427,28,1656,1898,1713,1020,1511,1687
1143,1741,427,1656,1854,1713,1898,1511,28,1020,1208
479,1741,427,1854,1656,1713,1898,28,1511,1020,1013
1008,1741,427,1656,1854,1713,1898,1511,28,1020,1208
562,1741,427,1854,1656,1898,1713,28,1511,1020,1013
1771,1741,427,1656,1854,1713,1898,28,1511,1020,1208
345,1741,1854,427,1656,28,1020,1511,1898,1713,1687
177,1741,1854,427,1656,1898,28,1713,1511,1020,1013
1455,1741,427,1854,1656,1713,1898,28,1511,1020,1013
